query-number	Q0	document-id	rank	score	Exp
1	0	57660004	1	
1	0	57660423	1	
1	0	10329618	1	
1	0	3004651	1	
1	0	17015142	1	
1	0	15788337	1	
1	0	52322387	1	
1	0	52322787	1	
1	0	5870381	1	
1	0	28599166	1	
1	0	57660004	0	
1	0	57660423	0	
1	0	10329618	0	
1	0	3004651	0	
1	0	17015142	0	
1	0	15788337	0	
1	0	52322387	0	
1	0	52322787	0	
1	0	5870381	0	
1	0	28599166	0	
2	0	1156052	1	
2	0	22433465	1	
2	0	9150874	1	
2	0	40459847	1	
2	0	59727094	1	
2	0	59727493	1	
2	0	59727892	1	
2	0	39548132	1	
2	0	39548532	1	
2	0	17419885	1	
2	0	1156052	0	
2	0	22433465	0	
2	0	9150874	0	
2	0	40459847	0	
2	0	59727094	0	
2	0	59727493	0	
2	0	59727892	0	
2	0	39548132	0	
2	0	39548532	0	
2	0	17419885	0	
3	0	14455183	1	
3	0	1484103	1	
3	0	10664385	1	
3	0	10741566	1	
3	0	1125256	1	
3	0	20319077	1	
3	0	20360809	1	
3	0	2098866	1	
3	0	21295028	1	
3	0	19431258	1	
3	0	14455183	0	
3	0	1484103	0	
3	0	10664385	0	
3	0	10741566	0	
3	0	1125256	0	
3	0	20319077	0	
3	0	20360809	0	
3	0	2098866	0	
3	0	21295028	0	
3	0	19431258	0	
4	0	32403011	1	
4	0	32403415	1	
4	0	52688316	1	
4	0	52688762	1	
4	0	19943837	1	
4	0	33152030	1	
4	0	33649479	1	
4	0	24567806	1	
4	0	14688119	1	
4	0	42701767	1	
4	0	32403011	0	
4	0	32403415	0	
4	0	52688316	0	
4	0	52688762	0	
4	0	19943837	0	
4	0	33152030	0	
4	0	33649479	0	
4	0	24567806	0	
4	0	14688119	0	
4	0	42701767	0	
5	0	53507453	1	
5	0	7693358	1	
5	0	17453481	1	
5	0	17453881	1	
5	0	37648455	1	
5	0	43028238	1	
5	0	42675073	1	
5	0	46546229	1	
5	0	46546629	1	
5	0	31395973	1	
5	0	53507453	0	
5	0	7693358	0	
5	0	17453481	0	
5	0	17453881	0	
5	0	37648455	0	
5	0	43028238	0	
5	0	42675073	0	
5	0	46546229	0	
5	0	46546629	0	
5	0	31395973	0	
6	0	31746150	1	
6	0	34502970	1	
6	0	2646353	1	
6	0	30372845	1	
6	0	30372889	1	
6	0	16890289	1	
6	0	16897263	1	
6	0	6773144	1	
6	0	6307459	1	
6	0	8772907	1	
6	0	31746150	0	
6	0	34502970	0	
6	0	2646353	0	
6	0	30372845	0	
6	0	30372889	0	
6	0	16890289	0	
6	0	16897263	0	
6	0	6773144	0	
6	0	6307459	0	
6	0	8772907	0	
7	0	18475136	1	
7	0	5578035	1	
7	0	32531028	1	
7	0	30333101	1	
7	0	24770588	1	
7	0	17859172	1	
7	0	17859178	1	
7	0	1734420	1	
7	0	15435488	1	
7	0	22219493	1	
7	0	18475136	0	
7	0	5578035	0	
7	0	32531028	0	
7	0	30333101	0	
7	0	24770588	0	
7	0	17859172	0	
7	0	17859178	0	
7	0	1734420	0	
7	0	15435488	0	
7	0	22219493	0	
8	0	17735028	1	
8	0	29129201	1	
8	0	751174	1	
8	0	41073140	1	
8	0	27394625	1	
8	0	11299972	1	
8	0	21449556	1	
8	0	37079958	1	
8	0	37080357	1	
8	0	28665621	1	
8	0	17735028	0	
8	0	29129201	0	
8	0	751174	0	
8	0	41073140	0	
8	0	27394625	0	
8	0	11299972	0	
8	0	21449556	0	
8	0	37079958	0	
8	0	37080357	0	
8	0	28665621	0	
9	0	22715764	1	
9	0	59335680	1	
9	0	828605	1	
9	0	16301448	1	
9	0	10211690	1	
9	0	10211890	1	
9	0	2013726	1	
9	0	15688554	1	
9	0	36505752	1	
9	0	40131547	1	
9	0	22715764	0	
9	0	59335680	0	
9	0	828605	0	
9	0	16301448	0	
9	0	10211690	0	
9	0	10211890	0	
9	0	2013726	0	
9	0	15688554	0	
9	0	36505752	0	
9	0	40131547	0	
10	0	10687168	1	
10	0	2224550	1	
10	0	23217499	1	
10	0	23104756	1	
10	0	18954765	1	
